alpha_label,b,seed,path,tau,successes,evidence_at_stop,evidence_previous,threshold_at_stop,threshold_previous,p_hat,k_hat,lambda_hat,sigma_hat2,v_hat,target,center,lower_95,upper_95,covers_95,lower_50,upper_50,covers_50
1e-256,589.46178380647575,260604241,71,1517,921,598.86670622543795,597.75651167051637,598.4800799449913,598.47942096638428,0.60711931443638756,0.39477040621320891,-2.5444957152274217,0.79140652540321943,12.863698759353692,2.6184282293850227,2.5735340978407537,2.2839976815584562,2.8630705141230512,1,2.4738948459813659,2.6731733497001415,1
1e-256,589.46178380647575,260604241,72,1648,972,599.6394660613422,598.55820117526389,598.56285530959531,598.56224869750508,0.58980582524271841,0.3638588993090669,-2.4362864077669895,0.74046602319186183,15.371141876525616,2.6184282293850227,2.7957707272521835,2.4792710076569433,3.1122704468474236,1,2.6868524927893089,2.904688961715058,0
1e-256,589.46178380647575,260604241,73,1652,973,598.71930957838015,597.63944086406411,598.56527808485669,598.56467294111667,0.58898305084745761,0.36242088957529067,-2.4311440677966094,0.73803935379121255,15.503860564542158,2.6184282293850227,2.8025565785319215,2.4846934226479873,3.1204197344158557,1,2.6931691396300761,2.911944017433767,0
1e-256,589.46178380647575,260604241,74,1680,984,599.31562221454647,598.24131810164033,598.5820751204443,598.58148005943303,0.58571428571428574,0.35673548941342054,-2.4107142857142851,0.72839617186708439,16.044592979918601,2.6184282293850227,2.8500575374900898,2.5266987883355299,3.1734162866446498,1,2.7387788794834433,2.9613361954967363,0
1e-256,589.46178380647575,260604241,75,1649,972,598.97192092204398,597.89126283211863,598.56346155393032,598.56285530959531,0.58944815039417831,0.36323342687813459,-2.4340509399636137,0.73941114194624968,15.428672711944342,2.6184282293850227,2.7974671900721177,2.4803757288994475,3.114558651244788,1,2.6883453173628826,2.9065890627813529,0
1e-256,589.46178380647575,260604241,76,1461,899,598.82240917931131,597.69877871455958,598.44249162734548,598.44180739878641,0.6153319644079398,0.4098716010809797,-2.5958247775496233,0.81543035263465435,11.842499862631275,2.6184282293850227,2.4785321799244175,2.200725964428488,2.7563383954203471,1,2.3829296860159692,2.5741346738328659,0
1e-256,589.46178380647575,260604241,77,1466,901,598.87507513179366,597.75263884687706,598.44590576517862,598.44522386948233,0.61459754433833558,0.40850960104487971,-2.5912346521145966,0.8132871240511832,11.929907943551608,2.6184282293850227,2.4870144940240904,2.2081849360553978,2.7658440519927829,1,2.3910598334359157,2.5829691546122651,0
1e-256,589.46178380647575,260604241,78,1468,902,599.26747735078072,598.14529497932688,598.44726816320963,598.4465871962102,0.61444141689373299,0.40822035241878796,-2.5902588555858306,0.81283136302442571,11.948585417040231,2.6184282293850227,2.4904074196639594,2.2113596791682459,2.7694551601596729,1,2.3943776751052077,2.5864371642227111,0
1e-256,589.46178380647575,260604241,79,1506,917,599.41280466618491,598.2996850656142,598.47280718566219,598.47214339539551,0.60889774236387784,0.39801647056187578,-2.5556108897742358,0.79661876747207638,12.634189917954439,2.6184282293850227,2.5548730068214733,2.2679311102525839,2.8418149033903628,1,2.4561266167530058,2.6536193968899409,1
1e-256,589.46178380647575,260604241,80,1592,950,598.7165377742391,597.62359660804145,598.52830529694575,598.52767735344003,0.59673366834170849,0.37607822724512507,-2.4795854271356776,0.76088339747756706,14.304857465963053,2.6184282293850227,2.7007688093358468,2.3954440443869296,3.0060935742847641,1,2.5956962538891712,2.8058413647825224,1
1e-256,589.46178380647575,260604241,81,1481,907,599.05282284333543,597.93392907994371,598.45607879289173,598.45540380130353,0.61242403781228905,0.40449211535674234,-2.5776502363268059,0.80693801706542545,12.192983760506259,2.6184282293850227,2.5124614363231088,2.2305742973815494,2.7943485752646682,1,2.4154545589376561,2.6094683137085615,0
1e-256,589.46178380647575,260604241,82,1553,935,598.85127708192977,597.74944938683234,598.50351851796324,598.50287481018438,0.60206052801030263,0.38560932201025738,-2.5128783000643908,0.77655502511472363,13.543460998253671,2.6184282293850227,2.6346067593583986,2.3375187698781272,2.93169474883867,1,2.5323687563178332,2.736844762398964,1
1e-256,589.46178380647575,260604241,83,1665,978,598.80064414400124,597.72348802529075,598.57311180976251,598.57251138945026,0.58738738738738738,0.35964002651291366,-2.4211711711711708,0.73333239746470147,15.765102866147402,2.6184282293850227,2.8246105951910714,2.5040806063436838,3.145140584038459,1,2.7143054090686021,2.9349157813135407,0
