seed,path,alpha,b,tau,last_draw,evidence_previous,evidence_at_stop,counts_json
260604251,62,0.01,4.6051701859880918,111,36,4.4379613105269042,4.7535927866618533,"[1,1,3,6,1,1,3,5,1,1,3,0,0,2,4,3,3,2,3,2,2,6,2,1,3,2,0,0,2,0,5,3,4,2,2,6,5,1,3,5,1,4,4,3]"
260604251,63,0.01,4.6051701859880918,344,26,4.5873345824998122,4.7212983434392832,"[10,11,5,9,6,6,11,10,8,11,10,11,7,9,5,5,6,5,8,7,11,7,10,9,10,5,6,4,7,6,11,8,5,10,8,2,5,7,18,7,6,7,6,9]"
260604251,64,0.01,4.6051701859880918,69,21,4.2148380850935672,4.6752575596880606,"[0,1,2,0,1,0,1,0,0,4,1,1,0,0,3,0,3,2,2,3,1,5,1,0,2,1,3,2,1,2,1,0,2,2,2,2,2,3,1,7,0,1,2,2]"
260604251,65,0.01,4.6051701859880918,272,20,4.5544393204772282,4.802056832414797,"[9,8,5,14,7,4,3,5,9,5,2,3,5,9,6,8,5,9,4,4,6,8,7,9,6,4,5,9,7,7,7,6,3,10,5,8,7,4,2,6,6,11,4,1]"
260604251,66,0.01,4.6051701859880918,63,10,4.4036314980189788,4.8096753745712126,"[0,0,0,1,0,2,3,0,1,2,1,2,3,0,2,1,2,1,1,2,1,3,1,0,2,2,1,2,2,2,2,0,1,3,1,2,3,1,2,1,0,2,4,1]"
260604251,67,0.01,4.6051701859880918,171,37,4.5924689918058137,4.9455361473315858,"[4,4,5,3,2,7,5,3,6,5,2,5,5,6,4,1,5,3,4,3,2,2,4,2,3,6,4,3,5,4,5,0,5,3,2,4,4,8,4,6,3,4,3,3]"
260604251,68,0.01,4.6051701859880918,143,32,4.3794070337779045,4.7529413279075809,"[1,4,5,1,9,3,6,5,3,1,2,1,4,0,2,4,4,5,4,5,4,3,2,1,1,8,4,4,3,2,1,3,5,3,0,4,9,3,5,3,1,3,1,1]"
260604251,69,0.01,4.6051701859880918,32,43,4.1999826000639811,4.6150181882325558,"[2,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,2,1,3,2,1,0,1,1,1,0,1,1,1,1,1,0,1]"
260604251,70,0.01,4.6051701859880918,152,43,4.5607413614077315,4.8275349317266549,"[2,3,3,3,4,2,3,3,5,6,2,4,1,3,2,2,10,1,3,2,3,3,2,1,4,4,3,2,2,3,2,3,2,8,6,7,2,5,6,5,5,3,5,2]"
260604251,71,0.01,4.6051701859880918,74,10,4.2558065872508273,4.6349882351860536,"[0,1,1,3,1,1,3,2,3,3,5,2,3,1,1,1,5,2,1,1,1,2,0,1,1,0,0,1,2,3,0,2,2,4,1,2,2,1,1,0,1,2,2,3]"
260604251,72,0.01,4.6051701859880918,50,32,4.4252249059297641,4.977030113241474,"[2,1,1,1,2,2,3,2,0,2,2,1,0,0,0,0,0,0,1,2,3,1,0,0,1,0,0,0,1,1,0,3,2,1,0,1,3,2,0,3,0,4,0,2]"
260604251,73,0.01,4.6051701859880918,119,18,4.5307483403587003,4.7472396151506988,"[5,3,3,0,1,3,4,1,7,0,0,2,0,3,2,3,7,3,4,1,1,1,5,1,1,3,4,3,2,4,2,3,2,4,4,5,4,3,2,3,1,3,2,4]"
260604251,74,0.01,4.6051701859880918,73,10,4.335454684621797,4.718266894088381,"[3,0,3,3,3,1,3,2,2,1,4,3,1,1,2,1,1,3,2,1,1,2,1,0,2,1,1,1,3,2,1,1,3,1,1,1,1,1,0,0,1,4,2,2]"
260604251,75,0.01,4.6051701859880918,133,36,4.3848837218554442,4.6690238834732529,"[2,4,5,4,1,1,3,3,4,2,4,3,2,5,0,5,2,4,1,4,5,0,5,4,1,4,6,2,2,5,6,4,2,0,4,3,4,3,4,1,1,2,4,2]"
260604251,76,0.01,4.6051701859880918,124,32,4.4031223952505831,4.7763231283279843,"[4,2,1,1,3,4,5,0,2,2,3,2,2,0,1,3,3,7,5,1,0,2,2,4,5,3,2,2,0,5,2,4,2,3,5,7,2,4,2,1,5,2,4,5]"
260604251,77,0.01,4.6051701859880918,63,41,4.4693607391009706,5.0655144118730728,"[1,0,0,1,1,1,1,1,3,1,0,2,5,2,1,2,1,0,0,0,1,1,0,0,4,0,0,2,2,2,1,1,3,2,2,2,3,3,2,1,1,3,1,3]"
260604251,78,0.01,4.6051701859880918,16,29,4.5058297432018213,5.1989769237617667,"[0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0]"
260604251,79,0.01,4.6051701859880918,307,28,4.5255033160182618,4.7368234383382406,"[9,8,8,3,8,11,3,3,3,5,10,6,5,13,16,3,6,7,5,10,6,4,6,7,4,8,8,5,7,10,2,7,6,8,12,6,3,9,10,8,9,6,11,3]"
260604251,80,0.01,4.6051701859880918,112,32,4.447755261912123,4.8128707510890303,"[2,2,0,3,4,3,1,2,3,1,1,3,4,4,2,2,7,3,3,5,0,3,1,3,3,2,1,1,4,6,2,0,3,4,3,1,0,3,4,2,0,5,1,5]"
260604251,81,0.01,4.6051701859880918,50,30,4.5414319020945539,4.8845457905267553,"[1,2,0,1,0,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,2,2,1,0,1,2,1,1,1,1,2,2,2,0,0,2,2,0,0,1,2,0,1]"
260604251,82,0.01,4.6051701859880918,27,41,4.074250413052928,4.7294920606117818,"[0,0,0,2,1,0,0,0,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,1,1,0,0,1,1,3,2,2]"
260604251,83,0.01,4.6051701859880918,367,37,4.43477970915783,4.6767223553313517,"[3,12,14,5,6,7,4,9,13,11,8,10,4,12,14,6,9,10,7,8,5,6,8,9,10,8,5,10,4,6,9,6,10,6,6,4,12,9,9,13,8,12,9,11]"
260604251,84,0.01,4.6051701859880918,71,43,4.372769481933668,4.6934229960092972,"[0,3,2,0,1,1,1,1,2,1,3,2,2,2,2,1,0,1,2,3,3,1,0,1,2,0,2,0,3,2,1,1,0,1,2,0,5,4,2,1,3,2,4,1]"
260604251,85,0.01,4.6051701859880918,46,25,4.2385677691835175,4.6432875244514777,"[0,1,0,2,0,1,2,0,0,1,2,0,5,0,2,0,3,3,0,0,2,0,0,0,0,2,3,1,1,2,2,0,1,0,0,0,2,1,2,0,0,2,1,2]"
260604251,86,0.01,4.6051701859880918,167,34,4.4212005881156511,4.7460365088568901,"[2,4,8,3,3,3,3,4,3,3,5,4,5,4,4,5,8,4,2,1,2,7,1,1,6,3,2,3,6,3,6,3,8,3,3,2,3,7,8,6,1,2,2,1]"
260604251,87,0.01,4.6051701859880918,327,25,4.5200933372477534,4.7007653608954927,"[4,9,14,13,5,2,6,5,1,8,0,3,4,5,12,13,9,6,9,9,6,6,7,5,4,15,2,14,3,3,5,10,7,9,8,9,6,13,12,12,12,10,4,8]"
260604251,88,0.01,4.6051701859880918,61,34,4.4956756384051619,4.9611843065518766,"[2,0,0,2,1,0,2,0,2,2,3,1,1,0,2,0,3,2,2,1,2,3,1,1,2,0,3,0,0,0,3,2,4,0,2,1,2,1,2,1,2,3,0,0]"
260604251,89,0.01,4.6051701859880918,141,20,4.3373984210711081,4.6418750668548947,"[5,1,2,3,2,4,1,3,3,2,4,5,3,2,5,4,3,3,3,4,2,2,2,2,4,4,1,3,4,6,2,3,1,4,3,2,5,9,4,5,2,4,3,2]"
260604251,90,0.01,4.6051701859880918,133,28,4.2803919870399714,4.6138027871613394,"[3,2,3,3,3,0,4,4,4,2,5,2,4,3,1,6,1,5,2,5,3,3,1,1,3,3,2,4,3,5,2,4,2,4,2,3,7,2,5,3,2,1,2,4]"
260604251,91,0.01,4.6051701859880918,135,16,4.5838989892780129,4.6380727183410162,"[2,3,3,6,6,2,0,2,5,3,3,1,4,2,6,2,5,2,4,3,4,6,5,3,3,4,4,4,3,1,2,5,4,2,5,1,3,1,1,1,6,2,0,1]"
260604251,92,0.01,4.6051701859880918,62,20,4.3205645448435472,4.7428788468471526,"[0,2,1,1,1,1,0,0,0,2,1,1,0,2,3,2,2,0,1,4,4,0,2,1,2,2,2,1,2,1,3,1,4,2,2,1,3,1,1,1,1,1,0,0]"
260604251,93,0.01,4.6051701859880918,72,36,4.2194353661008499,4.6082879140391846,"[0,3,0,2,3,1,1,2,3,1,1,1,0,2,0,1,1,1,2,2,2,1,2,1,0,1,1,5,1,3,1,5,2,2,1,2,2,2,2,0,1,1,3,4]"
260604251,94,0.01,4.6051701859880918,421,25,4.4982980551997152,4.6616486006796194,"[14,6,12,6,12,10,13,10,10,16,7,14,10,15,6,14,15,9,9,18,10,8,9,13,7,12,9,7,8,8,8,6,7,6,8,9,8,6,6,7,6,9,10,8]"
260604251,95,0.01,4.6051701859880918,85,21,4.5469407053268922,5.0494020849800956,"[1,0,0,1,5,4,0,4,2,1,0,2,2,0,1,2,4,4,0,3,2,3,3,0,4,1,1,3,0,2,1,1,1,2,3,1,1,3,1,3,3,5,3,2]"
260604251,96,0.01,4.6051701859880918,430,21,4.4128030100684299,4.6323976046121409,"[12,16,10,9,6,18,12,11,12,4,10,6,13,9,5,9,10,10,10,4,12,8,4,20,9,13,10,9,5,8,7,6,8,13,6,15,9,12,13,7,12,11,8,9]"
260604251,97,0.01,4.6051701859880918,374,29,4.3420630866657053,4.6287920528244531,"[10,9,8,4,16,8,7,9,9,4,4,10,11,7,14,5,11,10,8,8,8,8,4,11,6,10,12,8,7,11,8,4,6,18,7,6,10,8,7,14,4,10,9,6]"
260604251,98,0.01,4.6051701859880918,109,41,4.4543475842986187,4.9026956779262676,"[1,4,1,2,0,5,1,4,2,1,2,1,2,1,4,2,0,2,4,2,2,1,2,3,4,2,5,3,4,6,4,5,4,2,4,4,3,2,3,1,3,1,0,0]"
260604251,99,0.01,4.6051701859880918,122,37,4.3002150515428905,4.6652478667161148,"[7,2,1,0,3,2,4,2,3,1,2,1,2,1,3,0,2,1,0,0,3,3,3,3,2,4,4,3,4,4,1,3,6,5,3,3,1,2,3,9,4,6,3,3]"
260604251,100,0.01,4.6051701859880918,20,41,4.1148559706548919,4.7700976182137458,"[0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,2,1,0]"
260604251,101,0.01,4.6051701859880918,124,10,4.2994083401184655,4.6062241288357963,"[3,4,2,2,2,6,4,6,0,5,2,3,1,3,3,2,1,1,4,1,2,1,5,2,4,6,3,3,4,4,2,1,4,6,0,4,2,2,1,3,2,2,2,4]"
260604251,102,0.01,4.6051701859880918,31,25,4.2390192081799389,4.6589656634828138,"[1,0,2,0,0,0,2,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,2,1,0,0,0,2,2,0,0,2,1,1,2]"
260604251,103,0.01,4.6051701859880918,418,41,4.3656863468942353,4.6303728869601928,"[3,9,11,13,10,11,8,10,11,10,9,11,6,13,11,10,3,15,9,7,7,7,10,14,18,9,9,11,10,10,5,9,8,9,10,18,11,10,9,9,4,8,10,3]"
