seed,path,alpha,b,tau,last_draw,evidence_previous,evidence_at_stop,counts_json
260604251,719,0.01,4.6051701859880918,125,21,4.3346171469460142,4.7522158513420898,"[4,1,2,2,1,2,4,5,1,1,6,4,5,6,2,1,3,2,6,2,0,4,5,0,6,2,3,1,4,2,2,1,4,1,0,5,7,1,4,4,4,1,3,1]"
260604251,720,0.01,4.6051701859880918,230,43,4.5299081428026158,4.746769896247403,"[5,7,10,8,6,8,6,4,4,3,5,3,3,7,9,8,3,6,3,3,4,6,6,2,3,2,5,9,8,6,8,4,4,4,4,5,6,6,5,2,4,2,9,5]"
260604251,721,0.01,4.6051701859880918,355,37,4.4568838753683995,4.709978795127391,"[8,10,12,7,13,7,7,10,6,9,3,9,4,13,11,7,7,7,8,8,10,7,6,7,8,9,7,11,5,9,7,11,9,7,0,11,6,10,9,9,4,11,7,9]"
260604251,722,0.01,4.6051701859880918,29,29,3.934840489878642,4.6279876704385883,"[0,1,0,0,0,0,2,0,0,1,4,0,0,1,0,1,0,0,1,2,0,1,1,0,0,0,1,1,0,2,0,1,0,0,1,2,1,1,1,0,1,0,1,1]"
260604251,723,0.01,4.6051701859880918,175,29,4.5643462582907093,4.989599969750989,"[3,1,3,3,6,4,3,6,2,3,4,7,6,4,1,4,7,5,2,5,3,3,5,5,3,5,4,4,2,5,3,4,4,6,2,6,6,4,2,4,4,4,3,5]"
260604251,724,0.01,4.6051701859880918,91,10,4.4897459492380571,4.8654897821174936,"[1,2,1,3,5,0,0,1,2,4,6,0,0,0,3,3,3,2,0,6,1,1,1,0,4,1,2,3,2,1,3,0,3,2,3,2,4,0,3,2,4,3,3,1]"
260604251,725,0.01,4.6051701859880918,36,29,3.91480690978107,4.607954090341015,"[0,1,0,1,0,2,0,1,1,0,1,0,2,0,0,2,1,2,1,0,0,1,0,0,1,1,0,0,0,4,2,1,0,0,0,0,0,3,0,2,0,1,3,2]"
260604251,726,0.01,4.6051701859880918,12,28,4.2763219289167935,4.769158514846711,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1,0,1,2,0,0,1,0,0,0]"
260604251,727,0.01,4.6051701859880918,273,29,4.281310870308733,4.6267946406206253,"[7,7,6,8,4,8,4,6,6,7,8,6,5,4,5,12,5,9,6,3,5,2,8,6,9,5,13,5,4,4,10,7,2,5,6,4,7,10,6,10,3,6,5,5]"
260604251,728,0.01,4.6051701859880918,73,29,4.3230076300884051,4.8737414353068544,"[2,2,0,2,2,1,3,0,0,1,2,0,2,1,2,3,2,2,1,1,4,0,2,2,2,2,2,0,2,1,0,4,3,1,3,1,4,1,1,1,1,3,1,3]"
260604251,729,0.01,4.6051701859880918,48,25,4.5572594909966151,4.9458759671118546,"[0,0,4,0,1,2,1,0,0,2,2,1,0,1,0,1,2,1,0,0,1,2,2,1,3,2,2,0,2,2,0,0,1,1,0,2,0,4,1,0,2,0,1,1]"
260604251,730,0.01,4.6051701859880918,338,18,4.5634328567638365,4.6964461085354916,"[11,9,10,6,9,5,7,8,8,3,5,10,13,7,9,9,9,11,6,13,4,8,8,4,4,4,6,5,11,5,13,9,13,8,3,9,11,9,7,7,5,5,10,2]"
260604251,731,0.01,4.6051701859880918,14,37,4.4685796565953799,5.0558259269963726,"[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0]"
260604251,732,0.01,4.6051701859880918,89,43,4.5245923966045076,4.809116275277403,"[1,0,0,1,0,2,1,1,3,3,1,2,2,6,2,2,2,3,1,2,1,2,2,4,1,3,2,3,3,2,0,1,3,1,1,2,3,4,2,1,0,4,4,5]"
260604251,733,0.01,4.6051701859880918,94,10,4.3885542107762907,4.7255607094720817,"[1,2,3,5,1,1,2,0,2,6,2,2,0,5,1,2,2,2,2,0,2,2,2,3,4,4,0,1,4,2,2,3,1,3,3,1,2,0,0,1,4,2,3,4]"
260604251,734,0.01,4.6051701859880918,151,28,4.3586883954509519,4.6436034810550764,"[3,5,2,2,2,0,6,3,3,3,4,3,4,3,5,2,4,4,4,3,4,4,2,4,4,2,6,3,6,7,1,3,2,5,2,6,3,2,5,2,3,4,3,3]"
260604251,735,0.01,4.6051701859880918,253,43,4.435908743530506,4.635534408663422,"[5,8,8,6,7,2,5,7,8,8,4,4,8,4,3,2,4,8,3,9,9,5,10,7,7,4,3,7,8,4,5,8,5,9,3,4,7,4,6,8,2,9,3,3]"
260604251,736,0.01,4.6051701859880918,183,32,4.5575897300999095,4.8587733236001647,"[2,0,5,1,7,1,3,3,6,6,2,9,3,4,4,3,3,2,7,0,4,3,4,3,4,6,4,3,5,5,3,6,9,2,4,4,7,2,10,7,5,6,4,2]"
260604251,737,0.01,4.6051701859880918,220,29,4.3802691302500083,4.7661588036093647,"[5,7,4,5,4,5,3,3,8,3,5,5,10,7,6,5,9,5,7,6,5,6,8,5,9,4,5,3,1,8,6,3,2,3,4,3,4,0,1,4,6,6,7,5]"
260604251,738,0.01,4.6051701859880918,191,21,4.3258938184144622,4.6345967754286006,"[4,8,1,3,1,4,8,2,2,6,7,5,1,6,3,5,5,1,5,0,5,4,4,8,3,5,3,8,2,2,8,9,5,6,8,4,3,3,6,2,4,2,4,6]"
260604251,739,0.01,4.6051701859880918,213,20,4.4104269840351957,4.6845597358598106,"[3,7,4,3,7,2,1,3,3,7,3,8,3,4,5,3,8,8,5,9,5,1,5,4,3,5,3,6,4,6,5,7,10,4,1,8,2,4,7,3,3,5,6,10]"
260604251,740,0.01,4.6051701859880918,361,18,4.5625425555943213,4.6842420298762297,"[8,7,8,8,10,6,9,6,8,12,5,6,10,11,15,13,8,6,11,6,7,9,4,12,10,13,8,8,5,6,3,7,10,10,5,9,7,8,7,6,10,9,6,9]"
260604251,741,0.01,4.6051701859880918,276,37,4.3890356216075546,4.6623608974106574,"[14,5,7,6,6,2,7,4,3,7,4,4,5,5,2,7,5,9,6,2,7,8,8,11,4,6,2,9,6,4,5,8,5,5,5,6,7,8,10,8,9,8,9,8]"
260604251,742,0.01,4.6051701859880918,166,21,4.4843971723044085,4.8304721342185033,"[4,5,1,5,4,5,4,3,4,4,1,4,5,3,1,3,2,5,2,2,4,4,2,5,5,3,4,4,7,5,6,7,1,7,4,5,2,1,4,2,2,4,2,9]"
260604251,743,0.01,4.6051701859880918,162,29,4.1955245867453472,4.6211183023575924,"[4,4,6,3,3,2,5,4,4,6,7,9,4,8,1,3,3,4,8,2,3,4,7,3,4,3,3,5,2,6,5,1,3,2,1,2,2,2,2,2,1,3,2,4]"
260604251,744,0.01,4.6051701859880918,141,34,4.4010181895517038,4.7395888504610015,"[1,3,9,4,1,5,4,2,3,3,3,5,4,5,4,4,4,3,4,0,3,1,3,3,3,4,1,2,6,6,2,1,7,1,3,5,5,4,1,2,3,2,1,1]"
260604251,745,0.01,4.6051701859880918,271,26,4.5200429473938719,4.6734179866156502,"[3,3,6,7,10,7,5,8,5,7,3,5,10,7,12,3,6,10,4,8,6,5,9,4,7,7,5,4,7,6,5,8,3,3,7,6,7,7,10,4,6,5,3,8]"
260604251,746,0.01,4.6051701859880918,64,25,4.2797653626100463,4.6681973787671724,"[1,2,2,0,3,2,1,0,0,1,0,2,0,1,1,0,4,2,3,1,1,1,3,0,0,4,0,1,4,0,4,3,1,3,0,1,2,1,2,0,3,2,1,1]"
260604251,747,0.01,4.6051701859880918,275,24,4.5782705555189498,4.608052651820822,"[9,4,7,4,8,8,2,6,5,3,7,10,4,8,4,5,5,10,5,9,5,4,7,11,11,7,2,9,7,5,4,5,8,6,9,10,6,5,3,3,6,4,8,7]"
260604251,748,0.01,4.6051701859880918,81,25,4.3006990415248216,4.6491244559857376,"[0,4,3,2,1,0,1,0,4,1,1,1,5,3,1,2,0,1,3,0,3,3,5,1,1,2,2,3,0,0,3,0,2,2,2,1,3,1,0,1,4,2,6,1]"
260604251,749,0.01,4.6051701859880918,204,37,4.3183239380058698,4.6484988873635729,"[5,5,4,7,6,3,6,4,2,7,5,3,2,8,7,7,4,3,1,5,8,7,6,3,9,1,6,7,7,4,2,3,5,4,1,3,1,5,5,3,5,3,8,4]"
260604251,750,0.01,4.6051701859880918,51,29,4.2230664624882976,4.8561719541173334,"[1,0,1,1,3,2,2,3,0,0,2,0,0,1,1,1,0,1,1,1,1,2,1,1,3,1,0,2,3,2,2,1,3,0,1,0,0,2,0,1,1,0,1,2]"
260604251,751,0.01,4.6051701859880918,200,32,4.3532826572544447,4.6565191362365255,"[8,4,2,3,6,2,6,7,6,6,7,5,5,2,2,5,6,7,2,2,4,3,4,5,4,5,4,2,4,3,2,6,8,5,2,6,3,6,3,7,7,6,2,6]"
260604251,752,0.01,4.6051701859880918,207,36,4.5286927111396107,4.7587320198100009,"[6,3,2,4,5,3,5,6,4,6,3,7,7,5,5,5,4,7,8,4,6,8,4,6,4,2,2,6,7,8,1,2,4,2,3,4,8,3,5,5,5,3,4,6]"
260604251,753,0.01,4.6051701859880918,438,28,4.4847997604255507,4.6727141160286303,"[10,8,12,11,10,16,7,12,11,13,10,10,13,5,12,15,8,13,5,12,9,8,12,11,8,10,5,9,8,7,8,7,8,8,10,5,6,17,10,13,13,9,14,10]"
260604251,754,0.01,4.6051701859880918,25,34,4.0761363479625352,4.6322730647788779,"[1,0,0,1,0,1,1,1,1,0,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,2,1,2,2,0,0,1,0,0,0]"
260604251,755,0.01,4.6051701859880918,653,29,4.4628460598806026,4.6987744756868164,"[16,13,18,21,9,16,15,17,17,16,13,20,12,18,11,14,13,18,13,15,18,4,16,26,22,12,14,14,11,12,11,11,15,20,17,13,9,14,13,18,17,9,14,18]"
260604251,756,0.01,4.6051701859880918,255,20,4.4014872379199543,4.6692900434214231,"[10,6,8,5,8,5,11,5,5,1,4,6,5,4,2,3,7,8,7,10,10,0,2,4,5,6,8,7,3,7,5,5,2,9,7,9,9,6,6,6,4,4,9,2]"
260604251,757,0.01,4.6051701859880918,48,32,4.5767953405571973,5.0716390250864665,"[2,0,0,1,0,1,1,1,2,2,2,0,2,0,2,0,1,1,1,1,0,2,0,1,1,1,0,1,3,0,0,0,6,3,1,1,1,0,1,0,0,3,1,2]"
260604251,758,0.01,4.6051701859880918,113,20,4.4977825245615266,4.8520359694505704,"[2,2,4,2,1,3,4,3,2,4,2,5,2,3,5,0,3,0,5,1,5,0,1,0,3,2,3,2,2,3,4,2,5,2,4,4,1,3,3,2,0,3,3,3]"
260604251,759,0.01,4.6051701859880918,162,10,4.3477173908346307,4.6149028677426287,"[2,4,3,5,3,2,6,4,4,3,5,5,5,1,4,5,7,2,1,3,4,1,5,3,1,5,4,5,5,3,6,3,7,2,3,2,2,4,5,1,5,3,6,3]"
260604251,760,0.01,4.6051701859880918,108,28,4.5981926983365904,4.9532986454581058,"[1,3,1,7,2,2,5,2,3,4,6,1,1,1,0,3,2,3,1,1,4,3,5,3,2,2,2,0,2,4,3,3,2,2,0,3,2,1,3,1,3,3,4,2]"
260604251,761,0.01,4.6051701859880918,193,41,4.4705831946864834,4.8250541599463279,"[4,7,3,3,2,4,2,6,4,3,4,6,4,2,3,4,2,5,5,4,3,8,3,6,3,6,6,4,3,6,4,3,6,3,5,7,5,4,8,5,4,2,5,7]"
260604251,762,0.01,4.6051701859880918,281,10,4.5180021906939301,4.7246170713503002,"[5,3,4,8,6,9,5,5,8,7,4,6,3,5,10,4,13,8,5,9,6,5,7,12,9,6,6,5,4,7,8,9,6,7,5,3,5,9,3,4,6,7,13,2]"
260604251,763,0.01,4.6051701859880918,62,18,4.3629376540104854,4.6160540570733151,"[2,1,3,0,3,0,3,3,0,1,2,0,3,0,2,0,0,3,1,0,3,3,1,1,1,2,1,1,3,2,1,2,0,1,1,0,3,2,1,1,2,3,0,0]"
260604251,764,0.01,4.6051701859880918,384,37,4.4382580792359345,4.6815573760378442,"[5,11,9,10,11,10,4,8,16,6,10,9,14,7,8,6,13,7,6,12,15,6,10,13,14,9,8,13,8,6,9,11,9,3,3,8,8,11,7,10,5,7,3,6]"
260604251,765,0.01,4.6051701859880918,104,25,4.3517065029464055,4.6467485863550282,"[2,1,2,1,5,5,3,6,2,2,2,0,2,2,0,3,0,1,0,2,1,3,3,4,2,3,3,3,4,1,5,1,4,2,1,2,3,3,1,2,5,2,3,2]"
260604251,766,0.01,4.6051701859880918,257,18,4.471783096017238,4.6164845302343922,"[9,6,5,6,7,1,6,8,9,3,3,4,9,7,7,2,5,11,4,7,9,6,7,6,6,8,4,2,3,6,6,11,6,9,5,4,4,6,7,5,2,5,4,7]"
260604251,767,0.01,4.6051701859880918,115,41,4.3266817561754376,4.8106496399787106,"[1,2,4,1,4,4,1,4,2,3,6,3,1,6,1,3,4,3,2,2,4,2,2,2,5,2,2,1,2,2,1,2,1,3,3,5,1,2,0,3,0,2,5,6]"
260604251,768,0.01,4.6051701859880918,132,36,4.3952787171854677,4.6616286830426379,"[1,3,1,1,1,5,4,3,5,1,3,6,4,2,2,4,2,4,4,2,3,2,0,5,2,5,3,1,2,2,7,4,1,6,9,3,2,3,3,1,0,5,1,4]"
260604251,769,0.01,4.6051701859880918,199,36,4.475266540345002,4.7203790343817982,"[3,3,5,4,8,3,4,4,4,4,10,5,6,4,11,5,6,1,5,4,2,5,5,2,3,5,8,7,2,3,1,3,4,4,5,7,8,4,2,5,2,2,4,7]"
260604251,770,0.01,4.6051701859880918,52,10,4.5935930727401759,5.0078144479868563,"[1,0,0,1,2,0,1,1,1,1,3,0,2,0,2,1,1,2,2,2,0,0,1,1,2,1,2,1,2,2,3,3,1,0,0,1,0,3,0,0,0,3,2,1]"
260604251,771,0.01,4.6051701859880918,211,10,4.3934913428538174,4.6268164552893776,"[5,10,4,7,0,7,5,2,5,8,6,5,5,3,6,5,6,5,3,3,6,9,2,4,5,1,2,5,3,3,3,5,5,6,5,4,8,5,6,4,4,8,7,1]"
260604251,772,0.01,4.6051701859880918,41,28,4.569780431620984,5.0626170175509007,"[1,0,0,0,1,1,2,2,0,2,0,1,0,2,0,1,1,1,0,1,2,0,0,0,0,0,3,0,2,2,1,1,0,0,1,2,2,0,0,1,1,0,2,5]"
260604251,773,0.01,4.6051701859880918,135,41,4.3642251962879426,4.8029714239225871,"[4,0,6,1,2,0,1,3,2,2,2,3,5,3,4,5,6,1,4,5,6,2,2,2,5,1,2,4,0,6,2,6,2,5,3,5,10,0,2,2,0,3,4,2]"
260604251,774,0.01,4.6051701859880918,281,10,4.5001509911271969,4.7103175195263614,"[5,7,7,9,6,6,7,4,10,8,5,5,6,5,10,9,5,7,4,5,2,7,6,7,9,5,2,4,8,6,5,14,6,6,4,4,6,10,3,6,7,10,9,5]"
260604251,775,0.01,4.6051701859880918,96,41,4.3144619000809854,4.7630806558068883,"[2,2,2,1,2,0,0,3,1,2,2,2,1,3,2,4,4,0,2,2,4,4,2,4,3,1,0,2,2,3,4,1,1,1,1,1,3,4,1,3,3,2,3,6]"
260604251,776,0.01,4.6051701859880918,297,32,4.4541722746789407,4.7113437032819316,"[8,8,8,6,10,8,7,4,6,7,11,12,6,7,3,10,6,1,6,5,4,3,6,7,8,9,8,7,8,5,2,5,4,8,6,7,6,7,7,8,12,9,5,7]"
260604251,777,0.01,4.6051701859880918,64,30,4.5627744402996653,4.9035445476410091,"[2,5,0,4,1,2,0,2,0,1,3,2,1,0,1,1,2,2,0,2,0,1,2,0,1,1,2,1,2,2,3,2,5,0,2,0,2,1,0,1,0,2,2,1]"
260604251,778,0.01,4.6051701859880918,258,34,4.3643198796216591,4.6259716100641182,"[7,4,8,5,9,4,5,6,11,4,8,5,10,6,7,6,4,4,7,5,4,6,5,10,15,5,4,3,6,9,3,4,8,5,3,5,6,7,3,4,6,4,3,5]"
260604251,779,0.01,4.6051701859880918,212,41,4.2909770953573654,4.6332985026122655,"[3,1,9,10,3,5,3,2,5,5,3,6,7,5,4,6,8,4,4,3,3,5,4,7,3,5,1,4,4,4,5,4,5,4,7,5,7,10,4,6,7,5,5,2]"
260604251,780,0.01,4.6051701859880918,192,36,4.4169985548720003,4.6734867010845198,"[2,0,6,6,7,4,5,0,7,7,6,6,2,5,5,3,7,7,2,4,4,4,5,3,4,7,6,5,2,2,6,1,4,7,2,4,3,3,6,2,6,6,7,2]"
260604251,781,0.01,4.6051701859880918,53,21,4.3736216667695187,4.9481751103720928,"[1,1,3,2,1,1,0,2,0,2,1,1,2,3,0,0,2,2,1,1,1,3,2,0,2,0,2,0,0,0,1,2,1,1,1,1,1,1,0,0,1,3,3,1]"
260604251,782,0.01,4.6051701859880918,355,22,4.5705948786258483,4.6528694650269298,"[10,6,10,6,17,8,9,5,9,10,3,5,6,7,12,12,4,9,7,13,1,5,13,5,8,7,11,10,8,8,13,10,8,9,8,6,8,3,10,7,6,9,6,8]"
260604251,783,0.01,4.6051701859880918,38,29,4.018213002370346,4.7113601829302914,"[1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,2,3,1,2,1,1,2,0,0,1,0,0,1,2,1,3,0,0,1,0,1,2,0,2,2,2,0,0]"
260604251,784,0.01,4.6051701859880918,236,20,4.4008538003129871,4.672133251942193,"[6,5,6,8,10,4,7,8,5,3,2,4,3,11,3,12,9,0,5,4,2,4,5,5,6,7,6,5,4,4,5,4,4,6,4,5,7,7,3,7,4,8,5,4]"
260604251,785,0.01,4.6051701859880918,88,29,4.1470709573085571,4.6638665582981433,"[2,4,2,1,1,2,1,5,3,2,2,2,3,2,1,2,1,4,3,1,5,0,2,2,1,1,1,0,2,4,3,0,1,0,3,1,2,4,1,1,4,2,2,2]"
260604251,786,0.01,4.6051701859880918,40,21,4.37302071634159,4.9475741599441641,"[1,1,0,0,0,0,1,0,0,2,2,1,1,1,1,1,0,1,3,2,2,2,0,0,1,2,0,2,0,0,2,1,2,1,1,1,1,0,0,0,2,0,1,1]"
260604251,787,0.01,4.6051701859880918,86,25,4.4868836235156913,4.8164982451873808,"[0,1,2,4,1,3,1,2,0,6,1,0,4,2,1,3,0,1,2,3,2,0,1,2,3,4,4,2,0,2,5,5,2,1,2,0,3,0,3,0,1,4,1,2]"
260604251,788,0.01,4.6051701859880918,144,22,4.5797709665063433,4.696492034214395,"[1,4,8,2,3,4,1,3,5,2,2,4,2,2,3,4,6,2,5,2,2,8,3,3,2,6,4,2,2,1,1,3,5,0,4,3,3,4,3,3,4,4,6,3]"
260604251,789,0.01,4.6051701859880918,24,18,4.3914971636591913,4.705017573102201,"[0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,0,0,1,0,0,3,1,1,1,2,0,0,1,0,0,1,0,0,0,0,2,1,1,0]"
260604251,790,0.01,4.6051701859880918,381,20,4.5637700381787312,4.7807265184233199,"[5,4,10,14,7,10,13,7,14,4,8,4,9,10,12,12,10,13,6,10,6,9,7,11,8,13,7,13,7,8,7,10,5,11,7,8,8,10,10,6,12,8,4,4]"
260604251,791,0.01,4.6051701859880918,24,20,4.2588455668968317,4.7761332486909129,"[1,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,2,1,1,3,1,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0,1]"
260604251,792,0.01,4.6051701859880918,220,41,4.2966244785944303,4.6345863640981815,"[6,9,2,2,2,2,5,4,10,5,6,8,7,6,7,3,4,2,2,5,4,8,3,5,6,8,5,3,2,3,5,5,2,6,6,10,9,8,5,4,4,6,4,2]"
260604251,793,0.01,4.6051701859880918,154,34,4.3440377316578518,4.6910150450838213,"[2,3,4,3,2,4,1,5,4,3,6,3,2,3,5,2,5,3,7,7,3,2,2,2,8,2,3,1,6,3,3,2,2,4,4,6,1,1,4,4,2,4,4,7]"
260604251,794,0.01,4.6051701859880918,109,18,4.3797941095166504,4.6060160660311391,"[4,2,7,3,2,1,2,1,3,3,0,1,3,5,1,2,3,3,4,3,4,2,2,2,1,2,5,2,1,1,3,4,0,2,8,1,1,1,1,0,1,3,6,3]"
260604251,795,0.01,4.6051701859880918,74,37,4.2684228771791517,4.7230615433606866,"[2,1,4,0,1,4,1,2,1,1,2,2,1,3,0,2,1,0,1,0,4,1,3,2,1,0,4,4,2,2,0,0,1,1,4,1,2,2,2,1,3,3,0,2]"
260604251,796,0.01,4.6051701859880918,117,20,4.3463380489133181,4.6793918068965574,"[0,2,5,1,1,5,5,2,2,2,2,2,4,6,4,2,3,1,4,3,3,6,1,4,3,0,5,5,5,4,0,0,6,2,3,1,1,0,1,1,2,1,3,4]"
260604251,797,0.01,4.6051701859880918,37,28,4.5094804450899559,4.9949750204483694,"[0,0,1,1,1,1,1,0,1,3,2,0,0,3,0,0,2,0,0,2,0,2,0,1,0,0,0,2,3,0,0,1,2,1,1,1,0,2,0,0,1,2,0,0]"
260604251,798,0.01,4.6051701859880918,195,21,4.4176008514741874,4.7414186305036701,"[3,6,4,5,0,6,3,8,4,7,5,5,2,2,2,4,8,5,7,4,4,2,3,5,4,2,4,4,2,5,4,11,5,4,2,6,5,5,7,2,4,6,3,6]"
260604251,799,0.01,4.6051701859880918,50,21,4.2092592419820285,4.7806059013844475,"[0,0,0,0,3,3,0,0,1,1,1,2,0,1,1,1,2,0,1,2,2,5,1,0,0,0,2,2,0,2,1,3,2,1,0,0,0,1,0,1,5,0,2,1]"
260604251,800,0.01,4.6051701859880918,52,32,4.4892929756100379,5.0435692267734611,"[0,0,1,2,1,2,1,1,1,3,0,1,1,2,0,0,2,4,0,1,0,1,1,0,0,0,1,1,1,1,2,0,3,1,3,2,1,0,0,2,4,2,1,2]"
260604251,801,0.01,4.6051701859880918,221,10,4.4928369531047583,4.7277757933310989,"[14,2,3,1,2,7,2,2,2,5,4,6,2,12,1,5,5,4,5,4,5,3,6,8,6,5,7,3,6,5,5,14,2,4,5,6,10,4,5,7,8,4,2,3]"
260604251,802,0.01,4.6051701859880918,151,36,4.5603400345037972,4.8386124183186245,"[1,3,4,4,4,4,2,4,4,3,3,2,2,4,1,3,1,3,5,3,2,4,4,5,5,3,1,5,2,4,3,3,2,5,2,5,7,2,7,0,6,3,3,8]"
260604251,803,0.01,4.6051701859880918,108,26,4.5756089458714264,4.8221930939677735,"[1,2,0,0,1,4,3,2,3,3,2,4,1,2,1,1,3,4,5,2,3,1,8,1,5,2,5,0,3,4,2,4,1,4,1,4,4,0,1,5,3,2,1,0]"
260604251,804,0.01,4.6051701859880918,65,37,4.5953273790885927,5.1312891923463075,"[1,0,2,1,0,1,2,1,1,1,0,2,3,1,0,1,1,1,1,1,1,3,1,0,1,1,2,4,2,2,1,1,2,1,1,1,1,2,4,1,2,4,4,2]"
260604251,805,0.01,4.6051701859880918,106,36,4.3434093552107802,4.6603884084696823,"[2,4,1,2,2,2,3,2,2,2,2,0,4,4,4,0,2,3,3,3,3,2,4,2,1,4,0,5,3,2,3,1,3,3,1,6,3,3,3,0,2,4,1,0]"
260604251,806,0.01,4.6051701859880918,26,36,4.5705233702293713,5.0229504178214119,"[0,0,2,1,0,2,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,2,1,0,1,2,1,0,1,0,3,0,2,0,1,0,0,0,0,0]"
260604251,807,0.01,4.6051701859880918,172,30,4.6013214539485219,4.8038831683260064,"[4,3,7,2,1,6,4,10,1,3,2,5,4,7,2,2,3,6,6,2,3,6,5,8,1,3,1,2,6,4,7,1,6,2,3,3,3,2,3,3,6,5,2,7]"
260604251,808,0.01,4.6051701859880918,170,25,4.4140585085513102,4.660084230183152,"[2,4,2,7,3,8,3,7,2,3,5,4,0,2,7,5,4,5,1,11,2,5,4,1,5,8,6,4,1,4,3,1,2,3,7,3,2,4,5,2,3,2,2,6]"
260604251,809,0.01,4.6051701859880918,135,29,4.5164825068808572,4.9451900261110318,"[2,4,3,4,3,2,3,4,1,4,2,3,2,3,4,1,3,0,2,2,3,3,1,5,4,3,2,1,1,1,7,1,5,4,3,2,4,6,3,4,5,7,5,3]"
260604251,810,0.01,4.6051701859880918,453,26,4.6001042292818788,4.7185461089486171,"[8,12,10,14,7,11,7,14,5,9,5,11,6,20,14,9,9,10,10,9,9,11,7,15,8,11,6,11,8,5,7,13,6,13,16,10,13,6,11,13,14,13,17,10]"
260604251,811,0.01,4.6051701859880918,344,10,4.4991895078313329,4.6890010319326976,"[7,11,6,11,8,8,5,7,9,17,7,12,7,4,11,11,5,7,2,7,10,8,9,9,3,12,9,8,2,10,12,9,7,9,7,5,8,7,7,6,8,4,8,5]"
260604251,812,0.01,4.6051701859880918,196,30,4.4564511880692894,4.6481062715103176,"[1,1,7,5,5,6,5,6,4,4,6,6,4,4,5,3,1,3,3,3,5,5,4,6,10,4,1,2,4,6,5,7,7,3,4,7,4,6,5,5,4,5,4,1]"
260604251,813,0.01,4.6051701859880918,204,43,4.4433874474039134,4.6739686512198908,"[5,4,6,5,6,4,4,5,4,3,0,2,6,7,4,2,5,10,1,3,3,3,7,3,4,3,5,5,2,2,3,6,9,4,5,9,4,5,4,7,7,8,4,6]"
260604251,814,0.01,4.6051701859880918,388,37,4.4529182914306364,4.6978459399141101,"[17,7,14,8,8,2,18,7,10,9,7,8,9,6,11,8,12,4,10,10,10,12,13,8,7,3,5,11,7,9,10,16,9,6,4,9,8,9,8,12,7,6,3,11]"
260604251,815,0.01,4.6051701859880918,323,41,4.5684744136246067,4.884452373408438,"[11,6,9,8,10,13,8,10,5,9,6,8,6,10,5,6,7,10,7,8,4,8,7,7,5,6,13,6,8,8,5,9,9,3,6,11,4,5,6,7,6,5,7,6]"
260604251,816,0.01,4.6051701859880918,56,21,4.4637956201087423,4.9921921331048571,"[1,0,1,1,3,2,1,1,1,1,3,2,1,0,0,2,2,2,2,0,1,3,2,1,3,0,1,0,3,1,3,0,0,2,1,0,1,3,0,0,2,0,3,0]"
260604251,817,0.01,4.6051701859880918,444,41,4.4899427445891904,4.7634167842957735,"[11,14,10,12,15,9,5,13,10,3,6,14,9,12,12,5,16,5,9,17,10,7,18,6,8,11,11,12,11,6,5,10,5,10,13,9,11,8,8,17,12,9,15,5]"
260604251,818,0.01,4.6051701859880918,382,34,4.3751632759241241,4.6056448705991366,"[13,6,9,4,7,4,10,12,11,11,7,7,10,10,8,10,7,8,8,11,9,8,8,10,14,10,12,8,5,6,9,10,10,5,10,9,5,6,12,14,7,5,4,13]"
260604251,819,0.01,4.6051701859880918,101,21,4.3013485057975327,4.7193207694584816,"[1,1,5,5,1,0,2,2,3,4,2,1,1,6,2,3,3,0,5,4,3,2,2,2,3,3,3,3,0,4,4,1,2,0,3,2,2,2,3,1,1,1,0,3]"
260604251,820,0.01,4.6051701859880918,97,41,4.2335057117985535,4.6884209964430426,"[2,0,2,2,3,1,3,1,3,2,0,3,3,2,0,3,0,3,0,3,4,2,2,4,4,0,4,3,2,4,1,1,3,1,2,1,5,2,0,3,3,4,2,4]"
260604251,821,0.01,4.6051701859880918,79,34,4.3718684243800654,4.7987867271132192,"[2,4,0,1,0,3,0,2,1,2,2,1,1,2,3,3,0,2,1,0,1,1,2,1,1,2,1,3,4,2,3,3,2,3,2,1,2,4,1,2,1,4,3,0]"
260604251,822,0.01,4.6051701859880918,351,32,4.4218552702540403,4.6685658300669672,"[13,9,6,11,9,4,3,7,12,9,10,4,8,10,13,9,4,7,10,8,9,6,9,7,9,11,8,8,4,4,5,14,8,7,12,11,6,4,7,7,8,3,8,10]"
260604251,823,0.01,4.6051701859880918,221,32,4.4224058819515779,4.7159536943269922,"[1,4,6,6,6,5,5,2,6,5,11,10,4,5,5,7,3,5,2,7,4,3,4,3,3,4,6,6,7,5,8,6,4,5,3,4,2,7,8,2,4,4,10,4]"
