distribution,n,replicates,standardized_mean,variance_ratio,ks_distance,gaussian_95_coverage,coverage_wilson_low,coverage_wilson_high,skewness,excess_kurtosis
"Beta(3,2)",50,5000,0.15265908895175043,1.0280281787739403,0.04660332518774957,0.9474,0.9408617705245412,0.9532512897750218,0.5256230889340766,0.01269616700764331
Bernoulli(0.6),50,5000,0.3168607652867447,1.1946330641558127,0.23034209182768145,0.9002,0.8915822479502874,0.9082032834128889,1.6318963221154863,3.0859131214207505
"Beta(3,2)",200,5000,0.08458551467798262,0.9920663305774887,0.029338193409878144,0.9516,0.9452969156918606,0.957209695911364,0.34447100537903236,0.045846926161209556
Bernoulli(0.6),200,5000,0.19095509012290035,1.124875975089432,0.07538232868313507,0.9286,0.9211289414921712,0.935412984400526,1.066690139380228,1.6258693510177684
"Beta(3,2)",1000,5000,0.04585866765417265,0.9808495113971366,0.018881589287365885,0.9518,0.9455084082601064,0.95739789626234,0.14299712611760143,0.05506716500990372
Bernoulli(0.6),1000,5000,0.08442950886913228,0.9887672827784085,0.03379501416647526,0.9516,0.9452969156918606,0.957209695911364,0.4512970488372118,0.4035123946681809
"Beta(3,2)",5000,5000,0.018679164695777503,1.0092839787469234,0.012416583006877091,0.953,0.946777958205572,0.9585265038322062,0.08741166072204468,-0.13208679617518415
Bernoulli(0.6),5000,5000,0.016517591203851843,0.9956726647955515,0.018467477422801082,0.9522,0.945931477658468,0.9577742127024225,0.12913110128541241,-0.13631446403984837
